# onset(ms)	end(ms)	label
103654	103700	L0T103654M14L0_
103700	103747	L0T103700M14L0_
103747	103793	L0T103747M14L0_
103793	103840	L0T103793M14L0_
103840	103886	L0T103840M14L0_
103886	103933	L0T103886M14L0_
103933	103979	L0T103933M14L0_
103979	104025	L0T103979M14L0_
104025	104072	L0T104025M14L0_
104072	104118	L0T104072M14L0_
104118	104165	L0T104118M14L0_
104165	104211	L0T104165M14L0_
104211	104258	L0T104211M14L0_
104258	104304	L0T104258M14L0_
104304	104350	L0T104304M14L0_
104350	104397	L0T104350M14L0_
104397	104443	L0T104397M14L0_
104443	104490	L0T104443M14L0_
104490	104536	L0T104490M14L0_
104536	104583	L0T104536M14L0_
104583	104629	L0T104583M14L0_
104629	104676	L0T104629M14L0_
104676	104722	L0T104676M14L0_
104722	104768	L0T104722M14L0_
104768	104815	L0T104768M14L0_
104815	104861	L0T104815M14L0_
104861	104908	L0T104861M14L0_
104908	104954	L0T104908M14L0_
104954	105001	L0T104954M14L0_
105001	105047	L0T105001M65L0_L1T105001M0L1_
105047	105094	L0T105047M65L0_
105094	105140	L0T105094M65L0_
105140	105186	L0T105140M65L0_
105186	105233	L0T105186M65L0_
105233	105279	L0T105233M65L0_
105279	105326	L0T105279M65L0_
105326	105372	L0T105326M65L0_
105372	105419	L0T105372M65L0_
105419	105465	L0T105419M65L0_
105465	105511	L0T105465M65L0_
105511	105558	L0T105511M65L0_
105558	105604	L0T105558M65L0_
105604	105651	L0T105604M65L0_
105651	105697	L0T105651M65L0_
105697	105744	L0T105697M65L0_
105744	105790	L0T105744M65L0_
105790	105837	L0T105790M65L0_
105837	105883	L0T105837M65L0_
105883	105929	L0T105883M65L0_
105929	105976	L0T105929M65L0_
105976	106022	L0T105976M65L0_
106022	106069	L0T106022M65L0_
106069	106115	L0T106069M65L0_
106115	106162	L0T106115M65L0_
106162	106208	L0T106162M65L0_
106208	106255	L0T106208M10L0_L1T106208M0L1_
106255	106301	L0T106255M12L0_
106301	106347	L0T106301M0L0_L1T106301M0L1_
106347	106394	L0T106347M10L0_
106394	106440	L0T106394M0L0_L1T106394M0L1_
106440	106487	L0T106440M0L0_
106487	106533	L0T106487M0L0_
106533	106580	L0T106533M0L0_
106580	106626	L0T106580M0L0_
106626	106672	L0T106626M0L0_
106672	106719	L0T106672M0L0_
106719	106765	L0T106719M0L0_
106765	106812	L0T106765M0L0_
106812	106858	L0T106812M0L0_
106858	106905	L0T106858M0L0_
106905	106951	L0T106905M0L0_
106951	106998	L0T106951M0L0_
106998	107044	L0T106998M0L0_
107044	107090	L0T107044M0L0_
107090	107137	L0T107090M0L0_
107137	107183	L0T107137M0L0_
107183	107230	L0T107183M0L0_
107230	107276	L0T107230M0L0_
107276	107323	L0T107276M0L0_
107323	107369	L0T107323M0L0_
107369	107416	L0T107369M0L0_
107416	107462	L0T107416M0L0_
107462	107508	L0T107462M0L0_
107508	107555	L0T107508M0L0_
107555	107601	L0T107555M0L0_
107601	107648	L0T107601M0L0_
107648	107694	L0T107648M0L0_
107694	107741	L0T107694M0L0_
107741	107787	L0T107741M0L0_
107787	107833	L0T107787M0L0_
107833	107880	L0T107833M0L0_
107880	107926	L0T107880M0L0_
107926	107973	L0T107926M0L0_
107973	108019	L0T107973M0L0_
108019	108066	L0T108019M6L0_L1T108019M3L1_L2T108019M1L2_
108066	108112	L0T108066M6L0_
108112	108159	L0T108112M6L0_
108159	108205	L0T108159M6L0_
108205	108251	L0T108205M6L0_
108251	108298	L0T108251M6L0_
108298	108344	L0T108298M6L0_
108344	108391	L0T108344M6L0_
108391	108437	L0T108391M6L0_
108437	108484	L0T108437M6L0_
108484	108530	L0T108484M6L0_
108530	108577	L0T108530M6L0_
108577	108623	L0T108577M6L0_
108623	108669	L0T108623M0L0_L1T108623M0L1_
108669	108716	L0T108669M6L0_
108716	108762	L0T108716M6L0_
108762	108809	L0T108762M0L0_L1T108762M3L1_L2T108762M1L2_
108809	108855	L0T108809M6L0_
108855	108902	L0T108855M6L0_
108902	108948	L0T108902M0L0_L1T108902M0L1_
108948	108994	L0T108948M6L0_
108994	109041	L0T108994M6L0_
109041	109087	L0T109041M0L0_L1T109041M3L1_L2T109041M1L2_
109087	109134	L0T109087M6L0_
109134	109180	L0T109134M6L0_
109180	109227	L0T109180M0L0_L1T109180M0L1_
109227	109273	L0T109227M6L0_
109273	109320	L0T109273M6L0_
109320	109366	L0T109320M0L0_L1T109320M3L1_L2T109320M1L2_
109366	109412	L0T109366M6L0_
109412	109459	L0T109412M6L0_
109459	109505	L0T109459M0L0_L1T109459M0L1_
109505	109552	L0T109505M6L0_
109552	109598	L0T109552M6L0_
109598	109645	L0T109598M0L0_L1T109598M3L1_L2T109598M1L2_
109645	109691	L0T109645M6L0_
109691	109738	L0T109691M6L0_
109738	109784	L0T109738M0L0_L1T109738M0L1_
109784	109830	L0T109784M6L0_
109830	109877	L0T109830M14L0_L1T109830M3L1_L2T109830M1L2_
109877	109923	L0T109877M65L0_
109923	109970	L0T109923M14L0_L1T109923M0L1_
109970	110016	L0T109970M65L0_
110016	110063	L0T110016M14L0_L1T110016M3L1_L2T110016M1L2_
110063	110109	L0T110063M65L0_
110109	110155	L0T110109M14L0_L1T110109M0L1_
110155	110202	L0T110155M65L0_
110202	110248	L0T110202M14L0_L1T110202M3L1_L2T110202M1L2_
110248	110295	L0T110248M65L0_
110295	110341	L0T110295M14L0_L1T110295M0L1_
110341	110388	L0T110341M65L0_
110388	110434	L0T110388M70L0_L1T110388M1L1_
110434	110481	L0T110434M1L0_
110481	110527	L0T110481M1L0_
110527	110573	L0T110527M1L0_
110573	110620	L0T110573M1L0_
110620	110666	L0T110620M1L0_
110666	110713	L0T110666M1L0_
110713	110759	L0T110713M1L0_
110759	110806	L0T110759M1L0_
110806	110852	L0T110806M1L0_
110852	110899	L0T110852M1L0_
110899	110945	L0T110899M1L0_
110945	110991	L0T110945M1L0_
110991	111038	L0T110991M1L0_
111038	111084	L0T111038M1L0_
111084	111131	L0T111084M1L0_
111131	111177	L0T111131M1L0_
111177	111224	L0T111177M1L0_
111224	111270	L0T111224M1L0_
111270	111316	L0T111270M1L0_
111316	111363	L0T111316M1L0_
111363	111409	L0T111363M1L0_
111409	111456	L0T111409M1L0_
111456	111502	L0T111456M1L0_
111502	111549	L0T111502M1L0_
111549	111595	L0T111549M1L0_
111595	111642	L0T111595M1L0_
111642	111688	L0T111642M1L0_
111688	111734	L0T111688M1L0_
111734	111781	L0T111734M1L0_
111781	111827	L0T111781M1L0_
111827	111874	L0T111827M1L0_
111874	111920	L0T111874M1L0_
111920	111967	L0T111920M1L0_
111967	112013	L0T111967M1L0_
112013	112060	L0T112013M1L0_
112060	112106	L0T112060M1L0_
112106	112152	L0T112106M1L0_
112152	112199	L0T112152M1L0_
112199	112245	L0T112199M1L0_
112245	112292	L0T112245M1L0_
112292	112338	L0T112292M1L0_
112338	112385	L0T112338M1L0_
112385	112431	L0T112385M1L0_
112431	112477	L0T112431M1L0_
112477	112524	L0T112477M1L0_
112524	112570	L0T112524M1L0_
112570	112617	L0T112570M1L0_
112617	112663	L0T112617M1L0_
112663	112710	L0T112663M1L0_
112710	112756	L0T112710M1L0_
112756	112803	L0T112756M1L0_
112803	112849	L0T112803M1L0_
112849	112895	L0T112849M1L0_
112895	112942	L0T112895M1L0_
112942	112988	L0T112942M1L0_
112988	113035	L0T112988M1L0_
113035	113081	L0T113035M1L0_
113081	113128	L0T113081M1L0_
113128	113174	L0T113128M71L0_L1T113128M2L1_L2T113128M1L2_
113174	113220	L0T113174M71L0_
113220	113267	L0T113220M3L0_L1T113220M0L1_
113267	113313	L0T113267M0L0_
113313	113360	L0T113313M3L0_L1T113313M3L1_
113360	113406	L0T113360M0L0_
113406	113453	L0T113406M0L0_
113453	113499	L0T113453M0L0_
113499	113546	L0T113499M0L0_
113546	113592	L0T113546M0L0_
113592	113638	L0T113592M0L0_
113638	113685	L0T113638M0L0_
113685	113731	L0T113685M0L0_
113731	113778	L0T113731M0L0_
113778	113824	L0T113778M0L0_
113824	113871	L0T113824M0L0_
113871	113917	L0T113871M0L0_
113917	113964	L0T113917M0L0_
113964	114010	L0T113964M0L0_
114010	114056	L0T114010M0L0_
114056	114103	L0T114056M0L0_
114103	114149	L0T114103M0L0_
114149	114196	L0T114149M0L0_
114196	114242	L0T114196M0L0_
114242	114289	L0T114242M0L0_
114289	114335	L0T114289M0L0_
114335	114381	L0T114335M0L0_
114381	114428	L0T114381M0L0_
114428	114474	L0T114428M0L0_
114474	114521	L0T114474M0L0_
114521	114567	L0T114521M0L0_
114567	114614	L0T114567M0L0_
114614	114660	L0T114614M0L0_
114660	114707	L0T114660M0L0_
114707	114753	L0T114707M0L0_
114753	114799	L0T114753M0L0_
114799	114846	L0T114799M0L0_
114846	114892	L0T114846M0L0_
114892	114939	L0T114892M0L0_
114939	114985	L0T114939M0L0_
114985	115032	L0T114985M0L0_
115032	115078	L0T115032M0L0_
115078	115125	L0T115078M0L0_
115125	115171	L0T115125M0L0_
115171	115217	L0T115171M0L0_
115217	115264	L0T115217M0L0_
115264	115310	L0T115264M0L0_
115310	115357	L0T115310M0L0_
115357	115403	L0T115357M0L0_
115403	115450	L0T115403M0L0_
115450	115496	L0T115450M0L0_
115496	115542	L0T115496M0L0_
115542	115589	L0T115542M0L0_
115589	115635	L0T115589M0L0_
115635	115682	L0T115635M0L0_
115682	115728	L0T115682M0L0_
115728	115775	L0T115728M0L0_
115775	115821	L0T115775M0L0_
115821	115868	L0T115821M0L0_
115868	115914	L0T115868M0L0_
115914	115960	L0T115914M0L0_
115960	116007	L0T115960M0L0_
116007	116053	L0T116007M0L0_
116053	116100	L0T116053M0L0_
116100	116146	L0T116100M0L0_
116146	116193	L0T116146M0L0_
116193	116239	L0T116193M0L0_
116239	116286	L0T116239M0L0_
116286	116332	L0T116286M0L0_
116332	116378	L0T116332M0L0_
116378	116425	L0T116378M0L0_
116425	116471	L0T116425M0L0_
116471	116518	L0T116471M0L0_
116518	116564	L0T116518M0L0_
116564	116611	L0T116564M0L0_
116611	116657	L0T116611M0L0_
116657	116703	L0T116657M0L0_
116703	116750	L0T116703M0L0_
116750	116796	L0T116750M0L0_
116796	116843	L0T116796M0L0_
116843	116889	L0T116843M0L0_
116889	116936	L0T116889M0L0_
116936	116982	L0T116936M0L0_
116982	117029	L0T116982M0L0_
117029	117075	L0T117029M72L0_L1T117029M0L1_L2T117029M1L2_
117075	117121	L0T117075M72L0_
117121	117168	L0T117121M3L0_L1T117121M0L1_
117168	117214	L0T117168M0L0_
117214	117261	L0T117214M3L0_
117261	117307	L0T117261M0L0_L1T117261M0L1_
117307	117354	L0T117307M73L0_
117354	117400	L0T117354M65L0_L1T117354M23L1_L2T117354M1L2_
117400	117447	L0T117400M14L0_
117447	117493	L0T117447M65L0_L1T117447M0L1_
117493	117539	L0T117493M14L0_
117539	117586	L0T117539M65L0_
117586	117632	L0T117586M14L0_L1T117586M1L1_
117632	117679	L0T117632M0L0_
117679	117725	L0T117679M1L0_L1T117679M1L1_
117725	117772	L0T117725M74L0_
117772	117818	L0T117772M1L0_L1T117772M2L1_L2T117772M1L2_
117818	117864	L0T117818M1L0_
117864	117911	L0T117864M1L0_
117911	117957	L0T117911M75L0_L1T117911M0L1_
117957	118004	L0T117957M1L0_
118004	118050	L0T118004M1L0_
118050	118097	L0T118050M1L0_
118097	118143	L0T118097M1L0_
118143	118190	L0T118143M1L0_
118190	118236	L0T118190M1L0_
118236	118282	L0T118236M1L0_
118282	118329	L0T118282M1L0_
118329	118375	L0T118329M1L0_
118375	118422	L0T118375M1L0_
118422	118468	L0T118422M1L0_
118468	118515	L0T118468M1L0_
118515	118561	L0T118515M1L0_
118561	118608	L0T118561M1L0_
118608	118654	L0T118608M1L0_
118654	118700	L0T118654M1L0_
118700	118747	L0T118700M1L0_
118747	118793	L0T118747M1L0_
118793	118840	L0T118793M1L0_
118840	118886	L0T118840M1L0_
118886	118933	L0T118886M1L0_
118933	118979	L0T118933M1L0_
118979	119025	L0T118979M2L0_L1T118979M3L1_
119025	119072	L0T119025M3L0_
119072	119118	L0T119072M20L0_L1T119072M1L1_
119118	119165	L0T119118M21L0_
119165	119211	L0T119165M48L0_L1T119165M2L1_L2T119165M1L2_
119211	119258	L0T119211M0L0_
119258	119304	L0T119258M66L0_L1T119258M2L1_
119304	119351	L0T119304M2L0_
119351	119397	L0T119351M3L0_
119397	119443	L0T119397M14L0_L1T119397M2L1_
119443	119490	L0T119443M0L0_
119490	119536	L0T119490M65L0_L1T119490M2L1_
119536	119583	L0T119536M14L0_
119583	119629	L0T119583M65L0_L1T119583M2L1_
119629	119676	L0T119629M14L0_
119676	119722	L0T119676M65L0_
119722	119769	L0T119722M14L0_L1T119722M2L1_
119769	119815	L0T119769M65L0_
119815	119861	L0T119815M14L0_L1T119815M2L1_
119861	119908	L0T119861M65L0_
119908	119954	L0T119908M14L0_L1T119908M2L1_
119954	120001	L0T119954M65L0_
120001	120047	L0T120001M1L0_L1T120001M2L1_
120047	120094	L0T120047M25L0_
120094	120140	L0T120094M25L0_
120140	120186	L0T120140M2L0_L1T120140M2L1_
120186	120233	L0T120186M2L0_
120233	120279	L0T120233M2L0_
120279	120326	L0T120279M2L0_
120326	120372	L0T120326M25L0_L1T120326M24L1_L2T120326M1L2_
120372	120419	L0T120372M25L0_
120419	120465	L0T120419M2L0_L1T120419M1L1_
120465	120512	L0T120465M2L0_
120512	120558	L0T120512M2L0_
120558	120604	L0T120558M2L0_
120604	120651	L0T120604M76L0_L1T120604M1L1_
120651	120697	L0T120651M1L0_
120697	120744	L0T120697M1L0_
120744	120790	L0T120744M2L0_L1T120744M2L1_L2T120744M1L2_
120790	120837	L0T120790M3L0_
120837	120883	L0T120837M1L0_L1T120837M1L1_
120883	120930	L0T120883M1L0_
120930	120976	L0T120930M26L0_L1T120930M1L1_
120976	121022	L0T120976M1L0_
121022	121069	L0T121022M1L0_
121069	121115	L0T121069M1L0_
121115	121162	L0T121115M1L0_
121162	121208	L0T121162M26L0_L1T121162M2L1_L2T121162M1L2_
121208	121255	L0T121208M1L0_
121255	121301	L0T121255M1L0_
121301	121347	L0T121301M1L0_
121347	121394	L0T121347M2L0_L1T121347M0L1_
121394	121440	L0T121394M3L0_
121440	121487	L0T121440M20L0_L1T121440M3L1_
121487	121533	L0T121487M21L0_
121533	121580	L0T121533M48L0_L1T121533M1L1_
121580	121626	L0T121580M48L0_
121626	121673	L0T121626M48L0_
121673	121719	L0T121673M48L0_
121719	121765	L0T121719M48L0_
121765	121812	L0T121765M48L0_
121812	121858	L0T121812M77L0_L1T121812M2L1_L2T121812M1L2_
121858	121905	L0T121858M77L0_
121905	121951	L0T121905M3L0_L1T121905M2L1_
121951	121998	L0T121951M0L0_
121998	122044	L0T121998M3L0_
122044	122091	L0T122044M0L0_L1T122044M2L1_
122091	122137	L0T122091M3L0_
122137	122183	L0T122137M0L0_L1T122137M2L1_
122183	122230	L0T122183M3L0_
122230	122276	L0T122230M0L0_L1T122230M2L1_
122276	122323	L0T122276M3L0_
122323	122369	L0T122323M0L0_L1T122323M2L1_
122369	122416	L0T122369M3L0_
122416	122462	L0T122416M1L0_L1T122416M12L1_L2T122416M1L2_
122462	122508	L0T122462M29L0_
122508	122555	L0T122508M29L0_
122555	122601	L0T122555M29L0_
122601	122648	L0T122601M29L0_
122648	122694	L0T122648M29L0_
122694	122741	L0T122694M29L0_
122741	122787	L0T122741M78L0_L1T122741M12L1_
122787	122834	L0T122787M78L0_
122834	122880	L0T122834M78L0_
122880	122926	L0T122880M78L0_
122926	122973	L0T122926M78L0_
122973	123019	L0T122973M78L0_
123019	123066	L0T123019M79L0_L1T123019M12L1_
123066	123112	L0T123066M79L0_
123112	123159	L0T123112M78L0_L1T123112M12L1_
123159	123205	L0T123159M29L0_
123205	123252	L0T123205M29L0_
123252	123298	L0T123252M29L0_
123298	123344	L0T123298M78L0_L1T123298M12L1_
123344	123391	L0T123344M29L0_
123391	123437	L0T123391M29L0_
123437	123484	L0T123437M29L0_
123484	123530	L0T123484M78L0_L1T123484M12L1_
123530	123577	L0T123530M29L0_
123577	123623	L0T123577M29L0_
123623	123669	L0T123623M29L0_
123669	123716	L0T123669M78L0_L1T123669M12L1_
123716	123762	L0T123716M29L0_
123762	123809	L0T123762M29L0_
123809	123855	L0T123809M29L0_
123855	123902	L0T123855M78L0_L1T123855M12L1_
123902	123948	L0T123902M29L0_
123948	123995	L0T123948M29L0_
123995	124041	L0T123995M29L0_
124041	124087	L0T124041M78L0_L1T124041M12L1_
124087	124134	L0T124087M29L0_
124134	124180	L0T124134M29L0_
124180	124227	L0T124180M14L0_L1T124180M12L1_
124227	124273	L0T124227M65L0_
124273	124320	L0T124273M65L0_
124320	124366	L0T124320M65L0_
124366	124413	L0T124366M65L0_
124413	124459	L0T124413M65L0_
124459	124505	L0T124459M65L0_
124505	124552	L0T124505M65L0_
124552	124598	L0T124552M65L0_
124598	124645	L0T124598M65L0_
124645	124691	L0T124645M65L0_
124691	124738	L0T124691M65L0_
124738	124784	L0T124738M65L0_
124784	124830	L0T124784M14L0_L1T124784M0L1_L2T124784M1L2_
124830	124877	L0T124830M65L0_
124877	124923	L0T124877M5L0_L1T124877M0L1_
124923	124970	L0T124923M5L0_
124970	125016	L0T124970M5L0_
125016	125063	L0T125016M5L0_
125063	125109	L0T125063M5L0_
125109	125156	L0T125109M5L0_
125156	125202	L0T125156M5L0_
125202	125248	L0T125202M5L0_
125248	125295	L0T125248M5L0_
125295	125341	L0T125295M5L0_
125341	125388	L0T125341M5L0_
125388	125434	L0T125388M5L0_
125434	125481	L0T125434M5L0_
125481	125527	L0T125481M5L0_
125527	125574	L0T125527M5L0_
125574	125620	L0T125574M5L0_
125620	125666	L0T125620M5L0_
125666	125713	L0T125666M5L0_
125713	125759	L0T125713M65L0_L1T125713M2L1_L2T125713M1L2_
125759	125806	L0T125759M80L0_
125806	125852	L0T125806M65L0_L1T125806M0L1_
125852	125899	L0T125852M14L0_
125899	125945	L0T125899M65L0_L1T125899M3L1_
125945	125991	L0T125945M5L0_
125991	126038	L0T125991M5L0_
126038	126084	L0T126038M65L0_L1T126038M0L1_L2T126038M1L2_
126084	126131	L0T126084M14L0_
126131	126177	L0T126131M65L0_L1T126131M0L1_
126177	126224	L0T126177M14L0_
126224	126270	L0T126224M65L0_
126270	126317	L0T126270M14L0_L1T126270M0L1_
126317	126363	L0T126317M81L0_
126363	126409	L0T126363M3L0_L1T126363M2L1_L2T126363M1L2_
126409	126456	L0T126409M0L0_
126456	126502	L0T126456M10L0_L1T126456M0L1_
126502	126549	L0T126502M0L0_
126549	126595	L0T126549M0L0_
126595	126642	L0T126595M65L0_L1T126595M3L1_
126642	126688	L0T126642M10L0_
126688	126735	L0T126688M0L0_L1T126688M0L1_L2T126688M1L2_
126735	126781	L0T126735M3L0_
126781	126827	L0T126781M0L0_L1T126781M0L1_
126827	126874	L0T126827M3L0_
126874	126920	L0T126874M0L0_L1T126874M0L1_
126920	126967	L0T126920M3L0_
126967	127013	L0T126967M0L0_L1T126967M2L1_L2T126967M1L2_
127013	127060	L0T127013M3L0_
127060	127106	L0T127060M0L0_L1T127060M0L1_
127106	127152	L0T127106M3L0_
127152	127199	L0T127152M0L0_L1T127152M3L1_
127199	127245	L0T127199M6L0_
127245	127292	L0T127245M6L0_
127292	127338	L0T127292M6L0_
127338	127385	L0T127338M6L0_
127385	127431	L0T127385M6L0_
127431	127478	L0T127431M6L0_
127478	127524	L0T127478M6L0_
127524	127570	L0T127524M82L0_L1T127524M3L1_
127570	127617	L0T127570M82L0_
127617	127663	L0T127617M6L0_L1T127617M3L1_
127663	127710	L0T127663M82L0_
127710	127756	L0T127710M82L0_
127756	127803	L0T127756M6L0_L1T127756M3L1_
127803	127849	L0T127803M14L0_
127849	127896	L0T127849M65L0_
127896	127942	L0T127896M14L0_L1T127896M3L1_
127942	127988	L0T127942M6L0_
127988	128035	L0T127988M3L0_L1T127988M3L1_
128035	128081	L0T128035M0L0_
128081	128128	L0T128081M6L0_L1T128081M3L1_
128128	128174	L0T128128M6L0_
128174	128221	L0T128174M6L0_
128221	128267	L0T128221M6L0_
128267	128313	L0T128267M6L0_
128313	128360	L0T128313M6L0_
128360	128406	L0T128360M6L0_
128406	128453	L0T128406M82L0_L1T128406M3L1_
128453	128499	L0T128453M82L0_
128499	128546	L0T128499M6L0_L1T128499M3L1_
128546	128592	L0T128546M82L0_
128592	128639	L0T128592M82L0_
128639	128685	L0T128639M6L0_L1T128639M3L1_
128685	128731	L0T128685M6L0_
128731	128778	L0T128731M6L0_
128778	128824	L0T128778M6L0_
128824	128871	L0T128824M6L0_
128871	128917	L0T128871M6L0_
128917	128964	L0T128917M6L0_
128964	129010	L0T128964M0L0_L1T128964M3L1_
129010	129057	L0T129010M6L0_
129057	129103	L0T129057M14L0_L1T129057M3L1_
129103	129149	L0T129103M65L0_
129149	129196	L0T129149M14L0_L1T129149M3L1_
129196	129242	L0T129196M65L0_
129242	129289	L0T129242M14L0_L1T129242M3L1_
129289	129335	L0T129289M65L0_
129335	129382	L0T129335M14L0_L1T129335M3L1_
129382	129428	L0T129382M65L0_
129428	129474	L0T129428M14L0_L1T129428M3L1_
129474	129521	L0T129474M65L0_
129521	129567	L0T129521M14L0_L1T129521M3L1_
129567	129614	L0T129567M65L0_
129614	129660	L0T129614M1L0_L1T129614M3L1_
129660	129707	L0T129660M1L0_
129707	129753	L0T129707M1L0_
129753	129800	L0T129753M1L0_
129800	129846	L0T129800M1L0_
129846	129892	L0T129846M1L0_
129892	129939	L0T129892M1L0_
129939	129985	L0T129939M1L0_
129985	130032	L0T129985M1L0_
130032	130078	L0T130032M1L0_
130078	130125	L0T130078M1L0_
130125	130171	L0T130125M1L0_
130171	130218	L0T130171M1L0_
130218	130264	L0T130218M1L0_
130264	130310	L0T130264M1L0_
130310	130357	L0T130310M1L0_
130357	130403	L0T130357M1L0_
130403	130450	L0T130403M1L0_
130450	130496	L0T130450M1L0_
130496	130543	L0T130496M1L0_
130543	130589	L0T130543M1L0_
130589	130635	L0T130589M1L0_
130635	130682	L0T130635M1L0_
130682	130728	L0T130682M1L0_
130728	130775	L0T130728M1L0_
130775	130821	L0T130775M1L0_
130821	130868	L0T130821M1L0_
130868	130914	L0T130868M1L0_
130914	130961	L0T130914M1L0_
130961	131007	L0T130961M1L0_
131007	131053	L0T131007M1L0_
131053	131100	L0T131053M1L0_
131100	131146	L0T131100M1L0_
131146	131193	L0T131146M1L0_
131193	131239	L0T131193M1L0_
131239	131286	L0T131239M1L0_
131286	131332	L0T131286M1L0_
131332	131379	L0T131332M1L0_
131379	131425	L0T131379M1L0_
131425	131471	L0T131425M1L0_
131471	131518	L0T131471M1L0_
131518	131564	L0T131518M1L0_
131564	131611	L0T131564M1L0_
131611	131657	L0T131611M1L0_
131657	131704	L0T131657M1L0_
131704	131750	L0T131704M1L0_
131750	131796	L0T131750M1L0_
131796	131843	L0T131796M1L0_
131843	131889	L0T131843M1L0_
131889	131936	L0T131889M1L0_
131936	131982	L0T131936M1L0_
131982	132029	L0T131982M14L0_L1T131982M3L1_
132029	132075	L0T132029M0L0_
132075	132122	L0T132075M1L0_L1T132075M3L1_
132122	132168	L0T132122M1L0_
132168	132214	L0T132168M1L0_
132214	132261	L0T132214M1L0_
132261	132307	L0T132261M1L0_
132307	132354	L0T132307M1L0_
132354	132400	L0T132354M1L0_
132400	132447	L0T132400M1L0_
132447	132493	L0T132447M1L0_
132493	132540	L0T132493M1L0_
132540	132586	L0T132540M1L0_
132586	132632	L0T132586M1L0_
132632	132679	L0T132632M1L0_
132679	132725	L0T132679M1L0_
132725	132772	L0T132725M1L0_
132772	132818	L0T132772M1L0_
132818	132865	L0T132818M1L0_
132865	132911	L0T132865M1L0_
132911	132957	L0T132911M1L0_
132957	133004	L0T132957M1L0_
133004	133050	L0T133004M1L0_
133050	133097	L0T133050M1L0_
133097	133143	L0T133097M1L0_
133143	133190	L0T133143M1L0_
133190	133236	L0T133190M1L0_
133236	133283	L0T133236M1L0_
133283	133329	L0T133283M1L0_
133329	133375	L0T133329M1L0_
133375	133422	L0T133375M1L0_
133422	133468	L0T133422M1L0_
133468	133515	L0T133468M1L0_
133515	133561	L0T133515M83L0_L1T133515M1L1_L2T133515M1L2_
133561	133608	L0T133561M83L0_
133608	133654	L0T133608M83L0_
133654	133700	L0T133654M83L0_
133700	133747	L0T133700M83L0_
133747	133793	L0T133747M83L0_
133793	133840	L0T133793M83L0_
133840	133886	L0T133840M83L0_
133886	133933	L0T133886M83L0_
133933	133979	L0T133933M83L0_
133979	134026	L0T133979M84L0_L1T133979M25L1_
134026	134072	L0T134026M84L0_
134072	134118	L0T134072M84L0_
134118	134165	L0T134118M84L0_
134165	134211	L0T134165M84L0_
134211	134258	L0T134211M84L0_
134258	134304	L0T134258M85L0_L1T134258M26L1_
134304	134351	L0T134304M85L0_
134351	134397	L0T134351M83L0_L1T134351M26L1_
134397	134444	L0T134397M3L0_
134444	134490	L0T134444M5L0_L1T134444M0L1_L2T134444M1L2_
134490	134536	L0T134490M5L0_
134536	134583	L0T134536M5L0_
134583	134629	L0T134583M86L0_L1T134583M0L1_
134629	134676	L0T134629M5L0_
134676	134722	L0T134676M5L0_
134722	134769	L0T134722M5L0_
134769	134815	L0T134769M5L0_
134815	134861	L0T134815M10L0_L1T134815M27L1_L2T134815M1L2_
134861	134908	L0T134861M5L0_
134908	134954	L0T134908M5L0_
134954	135001	L0T134954M65L0_L1T134954M0L1_
135001	135047	L0T135001M14L0_
135047	135094	L0T135047M65L0_L1T135047M3L1_
135094	135140	L0T135094M14L0_
135140	135187	L0T135140M65L0_
135187	135233	L0T135187M14L0_L1T135187M0L1_L2T135187M1L2_
135233	135279	L0T135233M65L0_
135279	135326	L0T135279M14L0_L1T135279M3L1_
135326	135372	L0T135326M65L0_
135372	135419	L0T135372M14L0_L1T135372M0L1_
135419	135465	L0T135419M65L0_
135465	135512	L0T135465M14L0_L1T135465M3L1_
135512	135558	L0T135512M65L0_
135558	135605	L0T135558M14L0_L1T135558M0L1_
135605	135651	L0T135605M65L0_
135651	135697	L0T135651M14L0_L1T135651M3L1_
135697	135744	L0T135697M65L0_
135744	135790	L0T135744M14L0_L1T135744M0L1_
135790	135837	L0T135790M65L0_
135837	135883	L0T135837M14L0_L1T135837M3L1_
135883	135930	L0T135883M65L0_
135930	135976	L0T135930M14L0_L1T135930M0L1_
135976	136022	L0T135976M65L0_
136022	136069	L0T136022M14L0_L1T136022M3L1_
136069	136115	L0T136069M65L0_
136115	136162	L0T136115M14L0_L1T136115M0L1_
136162	136208	L0T136162M65L0_
136208	136255	L0T136208M14L0_L1T136208M3L1_
136255	136301	L0T136255M65L0_
136301	136348	L0T136301M14L0_L1T136301M0L1_
136348	136394	L0T136348M65L0_
136394	136440	L0T136394M87L0_L1T136394M27L1_
136440	136487	L0T136440M87L0_
136487	136533	L0T136487M87L0_
136533	136580	L0T136533M87L0_
136580	136626	L0T136580M87L0_
136626	136673	L0T136626M87L0_
136673	136719	L0T136673M88L0_L1T136673M28L1_
136719	136766	L0T136719M88L0_
136766	136812	L0T136766M88L0_
136812	136858	L0T136812M89L0_L1T136812M1L1_
136858	136905	L0T136858M89L0_
136905	136951	L0T136905M1L0_L1T136905M29L1_
136951	136998	L0T136951M89L0_
136998	137044	L0T136998M89L0_
137044	137091	L0T137044M1L0_L1T137044M29L1_
137091	137137	L0T137091M89L0_
137137	137183	L0T137137M89L0_
137183	137230	L0T137183M1L0_L1T137183M29L1_
137230	137276	L0T137230M89L0_
137276	137323	L0T137276M89L0_
137323	137369	L0T137323M1L0_L1T137323M29L1_
