# onset(ms)	end(ms)	label
202524	202571	L0T202524M3L0_L1T202524M0L1_
202571	202617	L0T202571M3L0_
202617	202664	L0T202617M5L0_L1T202617M0L1_
202664	202710	L0T202664M10L0_
202710	202757	L0T202710M12L0_L1T202710M6L1_L2T202710M1L2_
202757	202803	L0T202757M0L0_
202803	202850	L0T202803M0L0_
202850	202896	L0T202850M28L0_L1T202850M6L1_
202896	202942	L0T202896M13L0_
202942	202989	L0T202942M3L0_
202989	203035	L0T202989M28L0_
203035	203082	L0T203035M28L0_
203082	203128	L0T203082M13L0_L1T203082M6L1_
203128	203175	L0T203128M3L0_
203175	203221	L0T203175M28L0_L1T203175M6L1_
203221	203267	L0T203221M28L0_
203267	203314	L0T203267M13L0_L1T203267M6L1_
203314	203360	L0T203314M3L0_
203360	203407	L0T203360M2L0_L1T203360M6L1_
203407	203453	L0T203407M3L0_
203453	203500	L0T203453M3L0_
203500	203546	L0T203500M3L0_
203546	203593	L0T203546M3L0_
203593	203639	L0T203593M87L0_L1T203593M6L1_
203639	203685	L0T203639M87L0_
203685	203732	L0T203685M87L0_
203732	203778	L0T203732M47L0_L1T203732M6L1_
203778	203825	L0T203778M87L0_
203825	203871	L0T203825M13L0_L1T203825M6L1_
203871	203918	L0T203871M13L0_
203918	203964	L0T203918M13L0_
203964	204011	L0T203964M13L0_
204011	204057	L0T204011M156L0_L1T204011M32L1_L2T204011M1L2_
204057	204103	L0T204057M100L0_
204103	204150	L0T204103M100L0_
204150	204196	L0T204150M6L0_L1T204150M32L1_
204196	204243	L0T204196M100L0_
204243	204289	L0T204243M100L0_
204289	204336	L0T204289M100L0_
204336	204382	L0T204336M100L0_
204382	204428	L0T204382M100L0_
204428	204475	L0T204428M33L0_L1T204428M10L1_L2T204428M4L2_L3T204428M1L3_
204475	204521	L0T204475M33L0_
204521	204568	L0T204521M20L0_L1T204521M10L1_
204568	204614	L0T204568M33L0_
204614	204661	L0T204614M3L0_L1T204614M0L1_L2T204614M1L2_
204661	204707	L0T204661M3L0_
204707	204754	L0T204707M3L0_
204754	204800	L0T204754M6L0_L1T204754M0L1_
204800	204846	L0T204800M57L0_
204846	204893	L0T204846M57L0_
204893	204939	L0T204893M21L0_L1T204893M0L1_
204939	204986	L0T204939M21L0_
204986	205032	L0T204986M21L0_
205032	205079	L0T205032M21L0_
205079	205125	L0T205079M21L0_
205125	205172	L0T205125M21L0_
205172	205218	L0T205172M157L0_L1T205172M32L1_L2T205172M4L2_L3T205172M1L3_
205218	205264	L0T205218M158L0_
205264	205311	L0T205264M37L0_L1T205264M10L1_
205311	205357	L0T205311M58L0_
205357	205404	L0T205357M139L0_L1T205357M10L1_
205404	205450	L0T205404M139L0_
205450	205497	L0T205450M139L0_
205497	205543	L0T205497M139L0_
205543	205589	L0T205543M139L0_
205589	205636	L0T205589M139L0_
205636	205682	L0T205636M124L0_L1T205636M10L1_
205682	205729	L0T205682M124L0_
205729	205775	L0T205729M99L0_L1T205729M33L1_L2T205729M1L2_
205775	205822	L0T205775M99L0_
205822	205868	L0T205822M159L0_L1T205822M39L1_
205868	205915	L0T205868M24L0_
205915	205961	L0T205915M23L0_L1T205915M40L1_
205961	206007	L0T205961M160L0_
206007	206054	L0T206007M140L0_L1T206007M40L1_
206054	206100	L0T206054M140L0_
206100	206147	L0T206100M140L0_
206147	206193	L0T206147M140L0_
206193	206240	L0T206193M140L0_
206240	206286	L0T206240M140L0_
206286	206333	L0T206286M141L0_L1T206286M39L1_
206333	206379	L0T206333M141L0_
206379	206425	L0T206379M141L0_
206425	206472	L0T206425M1L0_L1T206425M1L1_
206472	206518	L0T206472M1L0_
206518	206565	L0T206518M23L0_L1T206518M1L1_
206565	206611	L0T206565M1L0_
206611	206658	L0T206611M1L0_
206658	206704	L0T206658M1L0_
206704	206750	L0T206704M1L0_
206750	206797	L0T206750M23L0_L1T206750M7L1_L2T206750M1L2_
206797	206843	L0T206797M23L0_
206843	206890	L0T206843M23L0_
206890	206936	L0T206890M23L0_
206936	206983	L0T206936M23L0_
206983	207029	L0T206983M1L0_L1T206983M7L1_
207029	207076	L0T207029M1L0_
207076	207122	L0T207076M1L0_
207122	207168	L0T207122M59L0_L1T207122M4L1_L2T207122M1L2_
207168	207215	L0T207168M60L0_
207215	207261	L0T207215M1L0_L1T207215M20L1_
207261	207308	L0T207261M60L0_
207308	207354	L0T207308M1L0_L1T207308M20L1_
207354	207401	L0T207354M60L0_
207401	207447	L0T207401M1L0_L1T207401M7L1_L2T207401M1L2_
207447	207494	L0T207447M1L0_
207494	207540	L0T207494M59L0_L1T207494M1L1_
207540	207586	L0T207540M1L0_
207586	207633	L0T207586M1L0_
207633	207679	L0T207633M59L0_L1T207633M6L1_
207679	207726	L0T207679M40L0_
207726	207772	L0T207726M40L0_
207772	207819	L0T207772M40L0_
207819	207865	L0T207819M40L0_
207865	207911	L0T207865M40L0_
207911	207958	L0T207911M40L0_
207958	208004	L0T207958M40L0_
208004	208051	L0T208004M40L0_
208051	208097	L0T208051M40L0_
208097	208144	L0T208097M14L0_L1T208097M6L1_
208144	208190	L0T208144M0L0_
208190	208237	L0T208190M6L0_L1T208190M6L1_
208237	208283	L0T208237M15L0_
208283	208329	L0T208283M15L0_
208329	208376	L0T208329M15L0_
208376	208422	L0T208376M15L0_
208422	208469	L0T208422M15L0_
208469	208515	L0T208469M15L0_
208515	208562	L0T208515M15L0_
208562	208608	L0T208562M15L0_
208608	208655	L0T208608M15L0_
208655	208701	L0T208655M15L0_
208701	208747	L0T208701M15L0_
208747	208794	L0T208747M15L0_
208794	208840	L0T208794M15L0_
208840	208887	L0T208840M15L0_
208887	208933	L0T208887M15L0_
208933	208980	L0T208933M15L0_
208980	209026	L0T208980M15L0_
209026	209072	L0T209026M15L0_
209072	209119	L0T209072M1L0_L1T209072M6L1_
209119	209165	L0T209119M1L0_
209165	209212	L0T209165M1L0_
209212	209258	L0T209212M40L0_L1T209212M21L1_L2T209212M2L2_L3T209212M1L3_
209258	209305	L0T209258M63L0_
209305	209351	L0T209305M40L0_L1T209305M21L1_
209351	209398	L0T209351M20L0_
209398	209444	L0T209398M161L0_L1T209398M2L1_L2T209398M1L2_
209444	209490	L0T209444M1L0_
209490	209537	L0T209490M40L0_L1T209490M0L1_
209537	209583	L0T209537M1L0_
209583	209630	L0T209583M60L0_L1T209583M7L1_L2T209583M1L2_
209630	209676	L0T209630M60L0_
209676	209723	L0T209676M59L0_L1T209676M7L1_
209723	209769	L0T209723M60L0_
209769	209816	L0T209769M1L0_L1T209769M7L1_
209816	209862	L0T209816M1L0_
209862	209908	L0T209862M26L0_L1T209862M14L1_L2T209862M1L2_
209908	209955	L0T209908M49L0_
209955	210001	L0T209955M1L0_L1T209955M14L1_
210001	210048	L0T210001M1L0_
210048	210094	L0T210048M1L0_
210094	210141	L0T210094M1L0_
210141	210187	L0T210141M1L0_
210187	210233	L0T210187M1L0_
210233	210280	L0T210233M28L0_L1T210233M14L1_
210280	210326	L0T210280M1L0_
210326	210373	L0T210326M28L0_L1T210326M14L1_
210373	210419	L0T210373M1L0_
210419	210466	L0T210419M40L0_L1T210419M14L1_
210466	210512	L0T210466M40L0_
210512	210559	L0T210512M14L0_L1T210512M14L1_
210559	210605	L0T210559M0L0_
210605	210651	L0T210605M44L0_L1T210605M2L1_L2T210605M0L2_
210651	210698	L0T210651M24L0_
210698	210744	L0T210698M44L0_L1T210698M9L1_
210744	210791	L0T210744M24L0_
210791	210837	L0T210791M32L0_L1T210791M9L1_
210837	210884	L0T210837M32L0_
210884	210930	L0T210884M32L0_
210930	210977	L0T210930M32L0_
210977	211023	L0T210977M32L0_
211023	211069	L0T211023M32L0_
211069	211116	L0T211069M32L0_
211116	211162	L0T211116M31L0_L1T211116M9L1_
211162	211209	L0T211162M162L0_
211209	211255	L0T211209M141L0_L1T211209M9L1_
211255	211302	L0T211255M32L0_
211302	211348	L0T211302M32L0_
211348	211394	L0T211348M31L0_L1T211348M9L1_
211394	211441	L0T211394M32L0_
211441	211487	L0T211441M32L0_
211487	211534	L0T211487M31L0_L1T211487M9L1_
211534	211580	L0T211534M32L0_
211580	211627	L0T211580M32L0_
211627	211673	L0T211627M31L0_L1T211627M9L1_
211673	211720	L0T211673M32L0_
211720	211766	L0T211720M32L0_
211766	211812	L0T211766M31L0_L1T211766M9L1_
211812	211859	L0T211812M32L0_
211859	211905	L0T211859M32L0_
211905	211952	L0T211905M31L0_L1T211905M9L1_
211952	211998	L0T211952M32L0_
211998	212045	L0T211998M32L0_
212045	212091	L0T212045M31L0_L1T212045M9L1_
212091	212138	L0T212091M32L0_
212138	212184	L0T212138M32L0_
212184	212230	L0T212184M31L0_L1T212184M9L1_
212230	212277	L0T212230M32L0_
212277	212323	L0T212277M32L0_
212323	212370	L0T212323M31L0_L1T212323M9L1_
212370	212416	L0T212370M32L0_
212416	212463	L0T212416M32L0_
212463	212509	L0T212463M31L0_L1T212463M9L1_
212509	212555	L0T212509M32L0_
212555	212602	L0T212555M32L0_
212602	212648	L0T212602M31L0_L1T212602M9L1_
212648	212695	L0T212648M32L0_
212695	212741	L0T212695M32L0_
212741	212788	L0T212741M31L0_L1T212741M9L1_
212788	212834	L0T212788M32L0_
212834	212881	L0T212834M32L0_
212881	212927	L0T212881M31L0_L1T212881M9L1_
212927	212973	L0T212927M32L0_
212973	213020	L0T212973M32L0_
213020	213066	L0T213020M31L0_L1T213020M9L1_
213066	213113	L0T213066M32L0_
213113	213159	L0T213113M32L0_
213159	213206	L0T213159M31L0_L1T213159M9L1_
213206	213252	L0T213206M32L0_
213252	213299	L0T213252M32L0_
213299	213345	L0T213299M31L0_L1T213299M9L1_
213345	213391	L0T213345M32L0_
213391	213438	L0T213391M32L0_
213438	213484	L0T213438M31L0_L1T213438M9L1_
213484	213531	L0T213484M32L0_
213531	213577	L0T213531M32L0_
213577	213624	L0T213577M31L0_L1T213577M9L1_
213624	213670	L0T213624M32L0_
213670	213716	L0T213670M32L0_
213716	213763	L0T213716M31L0_L1T213716M9L1_
213763	213809	L0T213763M32L0_
213809	213856	L0T213809M32L0_
213856	213902	L0T213856M31L0_L1T213856M9L1_
213902	213949	L0T213902M32L0_
213949	213995	L0T213949M32L0_
213995	214042	L0T213995M31L0_L1T213995M9L1_
214042	214088	L0T214042M32L0_
214088	214134	L0T214088M32L0_
214134	214181	L0T214134M31L0_L1T214134M9L1_
214181	214227	L0T214181M32L0_
214227	214274	L0T214227M32L0_
214274	214320	L0T214274M31L0_L1T214274M9L1_
214320	214367	L0T214320M32L0_
214367	214413	L0T214367M32L0_
214413	214460	L0T214413M31L0_L1T214413M9L1_
214460	214506	L0T214460M32L0_
214506	214552	L0T214506M32L0_
214552	214599	L0T214552M31L0_L1T214552M9L1_
214599	214645	L0T214599M32L0_
214645	214692	L0T214645M32L0_
214692	214738	L0T214692M31L0_L1T214692M9L1_
214738	214785	L0T214738M32L0_
214785	214831	L0T214785M32L0_
214831	214877	L0T214831M31L0_L1T214831M9L1_
214877	214924	L0T214877M32L0_
214924	214970	L0T214924M32L0_
214970	215017	L0T214970M31L0_L1T214970M9L1_
215017	215063	L0T215017M32L0_
215063	215110	L0T215063M32L0_
215110	215156	L0T215110M31L0_L1T215110M9L1_
215156	215203	L0T215156M32L0_
215203	215249	L0T215203M32L0_
215249	215295	L0T215249M31L0_L1T215249M9L1_
215295	215342	L0T215295M32L0_
215342	215388	L0T215342M32L0_
215388	215435	L0T215388M31L0_L1T215388M9L1_
215435	215481	L0T215435M32L0_
215481	215528	L0T215481M32L0_
215528	215574	L0T215528M31L0_L1T215528M9L1_
215574	215620	L0T215574M32L0_
215620	215667	L0T215620M32L0_
215667	215713	L0T215667M31L0_L1T215667M9L1_
215713	215760	L0T215713M32L0_
215760	215806	L0T215760M32L0_
215806	215853	L0T215806M31L0_L1T215806M9L1_
215853	215899	L0T215853M32L0_
215899	215946	L0T215899M32L0_
215946	215992	L0T215946M31L0_L1T215946M9L1_
215992	216038	L0T215992M32L0_
216038	216085	L0T216038M32L0_
216085	216131	L0T216085M31L0_L1T216085M9L1_
216131	216178	L0T216131M32L0_
216178	216224	L0T216178M32L0_
216224	216271	L0T216224M31L0_L1T216224M9L1_
216271	216317	L0T216271M32L0_
216317	216364	L0T216317M32L0_
216364	216410	L0T216364M31L0_L1T216364M9L1_
216410	216456	L0T216410M32L0_
216456	216503	L0T216456M32L0_
216503	216549	L0T216503M31L0_L1T216503M9L1_
216549	216596	L0T216549M32L0_
216596	216642	L0T216596M32L0_
